Symbol,CIK,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
HUM,49071.0,60765344000.0,4645000000.0,22.02,1.283,122.51,3.15,0.0066,22.08,734.62,0.0302,0.0409,0.0543,0.178,92870001000.0,17180000000.0,22.08,-0.207,0.066,612.75,22.02,18.66,0.704,4.155,0.708,0.724,570.43,405.5,510.36,488.83,124975000.0,
HUT,1731805.0,425867000.0,53948000.0,2.522,0.0,0.0,-0.188,1.073,-0.896,-0.0989,-0.019,-0.298,186750000.0,88798000.0,-0.188,1.067,-0.371,29.41,1.014,0.539,1.119,-3.225,3.386,8.34,0.78,1.317,1.954,196219000.0,,,,
HZNP,1492426.0,25049926000.0,809891000.0,44.77,1.0,22.01,0.0,0.0,2.45,16.16,0.155,0.212,0.0557,0.121,3701479000.0,2459470000.0,2.45,-0.58,-0.108,116.14,44.77,21.74,6.93,5.1,7.05,24.63,1.183,117.49,57.84,106.93,84.07,228391000.0
IAA,1745041.0,5693039000.0,536400000.0,19.35,3.504,0.0,0.0,2.2,15.84,0.136,0.204,0.0904,0.758,2123500000.0,724700000.0,2.2,-0.228,0.183,46.0,19.35,15.53,2.479,11.52,3.542,14.62,1.475,47.34,31.32,39.42,37.0,133765000.0,
IBKR,1381197.0,35240440000.0,29.8,1.81,27.68,0.4,0.0047,2.837,30.53,0.124,0.651,0.0164,0.169,3067000000.0,2710000000.0,2.837,0.96,0.542,102.0,29.8,16.5,10.29,2.739,3.98,7.19,0.773,86.43,51.94,76.15,66.74,90820000.0,
IBM,51143.0,122060849000.0,6428000000.0,22.36,1.276,24.23,6.59,0.0485,6.09,67.05,0.0271,0.0269,0.0078,0.0869,60530000000.0,32687000000.0,6.09,0.147,4.123,146.76,22.36,15.55,2.108,6.75,2.969,25.81,0.852,153.21,114.19,142.88,135.76,896320000.0
IBN,73854550000.0,19.38,0.0,586.39,0.0,0.0027,1.06,326.56,0.281,0.306,0.0187,0.17,1136136684000.0,989355601000.0,1.06,0.341,0.186,28.63,19.38,18.32,0.0705,3.288,0.837,23.75,16.26,21.89,20.83,3489010000.0,,,,
ICE,1571949.0,60133712000.0,4597000000.0,23.82,2.326,40.03,1.47,0.0139,4.52,13.17,0.346,0.515,0.0131,0.117,7364000000.0,7146000000.0,4.52,-0.554,0.005,127.71,23.82,17.86,7.88,2.579,7.81,15.25,0.92,135.85,88.28,105.58,101.23,558552000.0
IEX,832101.0,16990113000.0,902400000.0,29.22,2.155,40.26,2.4,0.0104,7.71,42.03,0.184,0.246,0.0938,0.201,3181900000.0,1435400000.0,7.71,0.105,0.134,244.87,29.22,28.01,5.61,6.42,6.03,20.83,0.982,245.6,170.67,232.88,208.76,75421000.0
IGT,1619762.0,5375336000.0,1356000000.0,15.15,7.9,0.8,0.0298,1.78,20.58,0.0859,0.211,0.0516,0.243,4181000000.0,1958000000.0,1.78,3.194,0.077,31.29,15.15,13.68,1.16,3.151,2.473,6.32,1.871,29.76,14.88,24.45,20.89,199308000.0,
III,1371489.0,253438000.0,34938000.0,14.67,0.667,1.954,0.14,0.0303,0.36,5.82,0.0675,0.105,0.0811,0.198,281669000.0,109357000.0,0.36,0.222,-0.032,9.5,14.67,11.34,0.789,2.558,1.04,8.35,0.902,7.65,4.15,4.996,5.71,47999700.0
ILMN,1110803.0,32828510000.0,570000000.0,47.0,4.178,42.87,0.0,0.0,4.44,29.98,-0.884,0.0411,0.0092,-0.479,4700000000.0,3225000000.0,4.44,-0.452,0.006,243.5,47.0,72.99,6.94,4.907,7.21,-9.22,1.13,371.16,173.45,206.68,215.56,157300000.0
IMMP,1506184.0,167906000.0,-31998282.0,1.09,0.0,0.0,-0.24,0.06,0.0,-7.18,-0.23,-0.385,4714400.0,-26627215.0,-0.24,0.0,0.595,7.9,36.66,2.769,577.36,-3.273,1.953,3.45,1.47,2.039,2.111,87909000.0,,,,
INCY,879169.0,18767993000.0,678478000.0,21.2,0.466,19.0,0.0,0.0,3.98,15.03,0.263,0.183,0.0787,0.238,3330788000.0,1340078000.0,3.98,-0.39,0.013,88.18,21.2,14.95,5.49,3.823,3.896,18.63,0.729,86.29,65.07,81.76,75.92,222475000.0
INFY,1067491.0,78391837000.0,4162000000.0,26.49,1.627,2.152,0.41,0.0212,0.71,4.278,0.167,0.211,0.158,0.325,17937000000.0,5205000000.0,0.71,0.056,0.096,20.79,26.49,22.73,4.37,7.95,4.404,18.86,0.645,24.67,16.21,18.74,18.77,4168670000.0
INGR,1046257.0,6657141000.0,943000000.0,15.34,1.352,46.77,2.66,0.028,6.62,116.0,0.0577,0.0942,0.0632,0.144,7714000000.0,1331000000.0,6.62,-0.091,0.147,108.0,15.34,12.52,0.836,2.108,1.129,9.38,0.774,105.24,77.58,99.62,91.18,65555000.0
INMD,1742692.0,3029137000.0,192709000.0,17.04,2.9,6.18,0.0,0.0,2.14,5.22,0.409,0.446,0.234,0.396,431240000.0,303973000.0,2.14,0.115,0.287,50.4,17.04,14.51,6.99,6.22,6.21,13.89,2.116,54.68,20.6,35.74,31.09,83081000.0
INTC,50863.0,118690529000.0,15371000000.0,14.79,12.69,24.52,1.46,0.0482,1.94,15.35,0.127,0.037,0.0083,0.0807,63054000000.0,26866000000.0,1.94,-0.852,-0.316,27.53,14.79,15.04,1.611,1.168,1.921,4.937,0.776,50.27,23.97,28.46,33.48,4137000000.0
INTU,896878.0,116581057000.0,3190000000.0,62.88,1.907,57.11,2.82,0.0075,6.6,47.22,0.141,0.189,0.0749,0.146,13316000000.0,10460000000.0,6.6,-0.829,0.294,448.08,62.88,30.67,8.37,7.32,9.2,37.14,1.15,575.95,337.48,399.14,408.66,280925000.0
IPAR,822663.0,3716058000.0,172856000.0,36.2,2.73,18.03,1.75,0.0172,3.22,31.0,0.104,0.161,0.0888,0.173,986584000.0,487902000.0,3.22,0.083,0.068,121.25,36.2,25.51,3.013,5.27,3.043,16.49,1.046,123.39,63.77,103.52,84.28,31875600.0
IQ,1722608.0,7012223000.0,9330191000.0,6.17,0.0,0.0,-0.885,34.36,-0.0773,-0.0037,-0.0014,-0.35,28793248000.0,3227560000.0,-0.885,0.0,-0.016,5.27,31.55,0.11,4.073,0.18,-2.194,0.476,7.88,1.65,4.843,3.799,946319000.0,,,
IREN,1878848.0,121787000.0,8144000.0,7.96,0.0,0.0,-14.01,1.442,0.0,0.0078,0.0008,-2.164,59037000.0,51589000.0,-14.01,0.0,4.198,6.3,31.55,1.229,0.176,1.266,-0.198,17.97,1.02,1.605,3.936,54983000.0,,,,
ISRG,1035267.0,87985791000.0,1923233000.0,69.74,3.273,31.65,0.0,0.0,3.57,17.49,0.212,0.254,0.0743,0.117,6222200000.0,4196000000.0,3.57,-0.119,0.067,279.0,69.74,49.26,15.44,8.3,14.92,45.76,1.278,308.97,180.07,262.61,230.28,353385000.0
IT,749251.0,27022395000.0,1207646000.0,35.96,1.99,-0.82,0.0,0.0,9.51,65.15,0.144,0.199,0.0968,0.564,5277452000.0,3289869000.0,9.51,0.233,0.152,358.46,35.96,32.15,5.1,180.63,5.62,24.33,1.345,358.25,221.39,338.87,294.44,79024000.0
IVZ,914208.0,8827377000.0,1402700000.0,13.03,37.61,33.45,0.75,0.0374,1.49,13.22,0.152,0.221,0.0268,0.0552,6048900000.0,1897800000.0,1.49,-0.549,-0.181,18.04,13.03,11.61,1.357,0.815,3.093,10.75,1.359,23.36,13.04,18.82,17.51,454785000.0
IX,1070304.0,20792889000.0,671512986000.0,9.58,0.0,14184.23,89.4,0.0382,9.24,11090.38,0.109,0.128,0.0148,0.0872,2643647005000.0,945559000000.0,9.24,-0.25,0.117,106.1,9.58,0.0071,0.793,1.013,106.83,68.78,82.3,82.25,235001000.0,,,
JAZZ,1232524.0,9642030000.0,1617922000.0,3.994,43.65,0.0,0.0,-7.37,57.66,-0.0052,0.27,0.053,-0.0056,3583982000.0,2876563000.0,-7.37,-0.987,0.122,201.39,9.11,2.687,3.613,4.139,16.96,0.708,169.98,125.36,155.47,150.6,62966000.0,,
JBL,898293.0,10951207000.0,2406000000.0,11.94,0.91,18.84,0.32,0.004,6.88,248.76,0.0283,0.043,0.0488,0.413,34546000000.0,2632000000.0,6.88,-0.012,0.125,83.9,11.94,8.78,0.274,3.976,0.349,5.06,1.4,82.78,48.68,72.89,62.63,133275000.0
JCI,833444.0,45161079000.0,3167000000.0,36.11,1.235,23.3,1.05,0.0211,1.82,37.03,0.0498,0.0925,0.0347,0.0817,25504999000.0,8343000000.0,1.82,-0.683,0.035,72.11,36.11,18.87,1.759,2.809,2.08,19.03,1.238,69.6,44.97,66.21,57.36,687174000.0
JEF,96223.0,8962801000.0,2475181000.0,12.95,45.25,1.2,0.0304,3.06,23.61,0.135,0.157,0.0146,0.0739,5840138000.0,4178287000.0,3.06,-0.524,-0.185,39.0,12.95,9.69,1.251,0.806,2.926,14.06,1.411,40.8,25.44,36.06,31.82,226162000.0,
JHG,1274173.0,4761011000.0,694100000.0,10.93,1.21,25.62,1.55,0.0591,2.63,14.63,0.185,0.277,0.0643,0.0697,2385600000.0,1892700000.0,2.63,-0.431,-0.254,25.21,10.93,12.12,1.622,0.996,1.253,6.06,1.472,35.02,18.74,25.42,24.99,165658000.0
JNJ,200406.0,427101422000.0,32603664000.0,24.27,3.793,28.51,4.45,0.0277,6.73,35.64,0.189,0.27,0.0881,0.241,94943003000.0,64505000000.0,6.73,-0.25,-0.044,183.63,24.27,16.89,4.894,6.16,4.763,15.47,0.536,183.08,152.71,174.16,172.55,2614480000.0
JWN,72333.0,3870758000.0,1248000000.0,12.03,0.293,3.795,0.57,0.0288,2.01,98.17,0.0208,0.0419,0.0434,0.676,15697000000.0,5445000000.0,2.01,0.571,-0.025,18.35,12.03,7.07,0.171,4.644,0.464,5.37,2.233,28.8,15.53,18.3,21.01,160081000.0
K,55067.0,23551801000.0,2442000000.0,15.86,2.985,12.55,2.33,0.0342,4.35,43.76,0.1,0.132,0.0658,0.342,14902000000.0,4597000000.0,4.35,0.011,0.089,73.31,15.86,17.54,1.661,5.87,2.151,12.47,0.424,76.54,58.09,70.89,71.56,341281000.0
KBH,795266.0,3276465000.0,1145445000.0,4.292,0.63,43.59,0.6,0.0151,9.09,79.48,0.118,0.161,0.111,0.244,6903776000.0,1742771000.0,9.09,0.292,0.158,40.83,4.292,4.257,0.423,0.761,0.68,4.424,1.589,40.92,24.43,33.77,31.13,83990000.0
KHC,1637459.0,48776712000.0,5861000000.0,40.63,2.886,39.24,1.6,0.0406,0.98,21.06,0.0471,0.192,0.0334,0.0249,25813000000.0,8695000000.0,0.98,-0.407,0.029,42.92,40.63,14.6,1.874,1.022,2.645,18.85,0.73,43.51,32.39,40.32,38.5,1224930000.0
KLAC,319201.0,56166101000.0,4575155000.0,16.67,1.595,18.8,4.7,0.0128,24.33,72.11,0.338,0.398,0.205,1.065,10483726000.0,5619442000.0,24.33,0.463,0.268,424.22,16.67,14.6,5.53,36.29,5.85,13.42,1.358,429.46,249.32,396.25,351.51,138480000.0
KMB,55785.0,44006625000.0,3329000000.0,22.76,4.012,1.621,4.64,0.0362,5.73,59.77,0.0959,0.128,0.0899,2.729,20175000000.0,6219000000.0,5.73,0.433,0.0,129.44,22.76,22.17,2.282,107.43,2.734,17.26,0.416,140.74,107.82,135.09,130.32,337500000.0
KMDA,1567529.0,205253000.0,9078000.0,8.75,3.933,0.0,0.0,-0.15,2.687,-0.089,-0.0086,-0.0023,-0.058,115369000.0,30328000.0,-0.15,-0.749,0.399,11.0,10.33,1.577,1.124,1.604,62.66,0.246,6.18,3.72,4.493,4.683,44800500.0,,
KMI,1506307.0,40841433000.0,6208999000.0,16.22,18.47,13.68,1.11,0.0607,1.12,8.5,0.133,0.21,0.0359,0.082,19200000000.0,7290000000.0,1.12,0.067,0.035,20.15,16.22,14.6,2.12,1.275,3.695,11.58,0.936,19.29,15.05,18.34,18.12,2247740000.0
KMX,1170010.0,12303749000.0,1141873000.0,21.87,0.98,34.73,0.0,0.0,3.56,207.01,0.0174,0.0264,0.0212,0.109,33050776000.0,4089049000.0,3.56,-0.854,-0.224,61.21,21.87,14.03,0.295,1.976,0.889,17.92,1.456,114.43,52.1,65.99,80.48,158024000.0
KNBE,1664998.0,5555373000.0,22455000.0,191.46,1.404,0.0,0.0,0.13,1.779,0.0502,0.0549,0.0194,0.0745,310938000.0,211183000.0,0.13,-0.221,0.339,24.67,191.46,89.29,17.67,22.28,16.65,152.57,25.68,13.78,24.79,20.95,132748000.0,,
KO,21344.0,260205773000.0,13531000000.0,26.39,3.601,5.27,1.74,0.0287,2.28,9.79,0.234,0.289,0.0836,0.41,42342998000.0,23298000000.0,2.28,0.14,0.102,68.4,26.39,25.32,6.45,12.13,7.16,21.37,0.579,65.77,53.64,62.36,61.74,4324510000.0
KR,56873.0,31796812000.0,7507000000.0,13.97,1.721,13.9,0.94,0.023,3.18,202.61,0.0161,0.031,0.0568,0.244,146484003000.0,31333000000.0,3.18,-0.141,0.073,52.53,13.97,10.91,0.212,3.35,0.351,7.09,0.5,61.86,41.59,45.73,47.85,715822000.0
KSS,885639.0,3799545000.0,1813000000.0,8.29,2.067,35.01,2.0,0.0602,4.15,147.74,0.0298,0.0537,0.0388,0.122,18578000000.0,7996000000.0,4.15,-0.503,-0.07,29.0,8.29,7.61,0.158,0.739,0.592,6.07,1.621,60.82,23.38,28.9,33.2,110484000.0
LAC,1440972.0,3167100000.0,-63285000.0,5.72,0.0,0.0,-0.609,-0.017,0.0,0.0,-0.0469,-0.147,-1535000.0,0.0,-0.609,0.0,0.081,36.39,40.0,89.06,4.174,88.41,-42.2,1.51,40.39,17.58,21.98,24.51,135000000.0,,,
LAMR,1090425.0,10986848000.0,888437000.0,22.14,7.43,12.53,4.5,0.045,4.88,19.68,0.248,0.311,0.0641,0.394,1996102000.0,1214278000.0,4.88,0.37,0.106,106.0,22.14,29.5,4.94,7.56,7.02,15.67,1.416,114.77,79.85,98.71,95.81,87263000.0
LC,1409970.0,1100631000.0,278588000.0,3.574,-18.14,10.93,0.0,0.0,2.89,12.26,0.228,0.185,0.0229,0.288,1269731000.0,613810000.0,2.89,-0.183,0.095,12.57,3.574,5.42,0.755,0.879,2.94,18.63,1.989,19.27,8.23,9.46,12.13,106547000.0
LCID,1811210.0,21866588000.0,-2162307072.0,11.18,1.923,0.0,0.0,1.07,0.226,0.0,-6.18,-0.224,-0.465,376860000.0,-127786000.0,1.07,0.0,841.49,14.18,11.18,33.22,3.994,31.59,-7.06,0.679,30.12,6.09,8.53,14.57,1828310000.0,,
LEN,920760.0,29133203000.0,6806676000.0,6.54,9.08,83.16,1.5,0.0143,15.72,116.18,0.137,0.2,0.118,0.205,33671010000.0,7202144000.0,15.72,0.164,0.206,108.39,6.54,7.08,0.84,1.151,0.915,4.376,1.419,109.28,61.7,93.76,82.28,253539000.0
LI,1791706.0,24471859000.0,-2504061952.0,2508.0,44.89,0.0,0.0,0.01,39.56,-0.0516,-0.0914,-0.0316,-0.0472,38257394000.0,5761454000.0,0.01,1.382,0.202,34.37,2508.0,111.11,0.592,3.149,0.387,-15.2,0.629,41.49,12.52,21.58,25.33,975752000.0,
LIN,1707925.0,159028232000.0,10735000000.0,42.76,2.726,76.11,4.57,0.0145,7.55,66.98,0.114,0.188,0.0501,0.0939,33763000000.0,13250000000.0,7.55,0.35,0.147,337.07,42.76,25.71,4.826,4.365,5.21,18.08,0.88,347.6,261.56,329.35,305.75,492561000.0
LIZI,1783407.0,51477000.0,68657000.0,5.88,6.99,0.0,0.0,0.17,41.93,0.0297,0.0216,0.0438,0.213,2157967000.0,617009000.0,0.17,0.0,0.12,1.69,5.88,0.018,0.779,0.0003,-0.624,1.656,2.34,0.38,0.842,0.933,51477000.0,,
LLY,59478.0,320837091000.0,9810399000.0,51.39,2.181,11.19,3.92,0.0134,6.57,31.55,0.219,0.29,0.115,0.646,28541399000.0,21911600000.0,6.57,0.13,-0.087,388.78,51.39,39.06,11.7,34.06,12.18,42.04,0.349,384.44,229.73,358.2,328.58,950178000.0
LMT,936468.0,119759823000.0,8620000000.0,21.66,3.585,36.48,11.4,0.026,21.66,250.22,0.0869,0.113,0.09,0.567,65984000000.0,8387000000.0,21.66,-0.009,0.071,482.81,21.66,17.95,1.939,10.63,2.104,15.34,0.712,498.95,368.59,472.23,441.22,255297000.0
LOGI,1032975.0,9583703000.0,674485000.0,22.51,1.91,14.06,1.045,0.016,2.6,29.36,0.0897,0.119,0.0903,0.186,4808735000.0,2349064000.0,2.6,-0.306,-0.222,58.83,22.51,15.55,1.914,4.614,1.787,12.15,0.725,80.32,41.81,60.29,55.7,160304000.0
LOVE,1701758.0,415816000.0,34857000.0,13.75,0.185,10.41,0.0,0.0,1.99,40.11,0.0546,0.0403,0.0438,0.238,608896000.0,272745000.0,1.99,-0.135,0.155,51.83,13.75,6.47,0.469,1.883,0.731,12.55,2.448,63.41,17.6,23.52,28.96,15192400.0
LPLA,1397911.0,18700521000.0,1254049000.0,30.12,0.406,25.07,1.0,0.0042,7.8,104.59,0.0759,0.117,0.0712,0.351,8361830000.0,1750114000.0,7.8,1.27,0.07,267.36,30.12,12.08,1.993,8.54,0.928,271.31,139.97,223.9,214.78,79600000.0,,
LRCX,707549.0,70294913000.0,6382777000.0,14.0,1.514,61.33,6.45,0.0132,37.2,138.5,0.269,0.318,0.211,0.694,19047660000.0,7871807000.0,37.2,0.276,0.249,505.83,14.0,13.48,3.38,8.61,3.583,10.71,1.474,607.34,298.48,459.22,447.15,134936000.0
LSCC,855658.0,10742685000.0,195856000.0,72.57,3.18,3.224,0.0,0.0,1.08,4.56,0.248,0.268,0.143,0.373,626191000.0,321675000.0,1.08,0.737,0.308,74.54,72.57,36.5,15.37,22.68,16.08,51.17,1.333,82.87,43.41,70.88,57.54,137059000.0
LTH,1869198.0,3745906000.0,-139619008.0,10.85,0.0,0.0,-2.754,8.93,-0.187,-0.216,-0.0362,-0.185,1710430000.0,473955000.0,-2.754,0.0,0.289,19.3,64.1,1.453,1.214,3.799,-153.56,20.35,8.75,14.5,13.31,194189000.0,,,,
LTHM,1742924.0,4493319000.0,286000000.0,25.05,0.154,7.55,0.0,0.0,1.0,4.28,0.277,0.363,0.103,0.185,716700000.0,93600000.0,1.0,6.75,1.236,32.25,25.05,13.02,5.61,3.122,5.97,14.75,1.76,36.38,18.26,23.8,26.75,179374000.0
LU,1816007.0,6285977000.0,32152162000.0,3.571,40.88,3.369,0.157,0.77,30.44,0.178,0.457,0.0567,0.132,69943190000.0,55277312000.0,0.77,-0.65,-0.172,3.6,3.571,9.16,0.065,0.392,0.0876,6.52,1.26,2.316,3.723,2285810000.0,,,
LULU,1397187.0,39697969000.0,1869567000.0,33.84,1.405,23.83,0.0,0.0,9.2,58.32,0.157,0.214,0.202,0.41,7467793000.0,3608565000.0,9.2,0.389,0.28,377.89,33.84,28.41,5.55,13.69,5.67,22.63,1.333,410.7,251.51,328.6,315.1,122399000.0
LUMN,18926.0,5214283000.0,6970000000.0,2.52,54.58,12.15,1.0,0.155,2.0,18.34,0.11,0.198,0.0406,0.171,18525000000.0,11199000000.0,2.0,0.118,-0.102,6.28,2.52,7.69,0.303,0.475,1.692,4.118,0.963,12.25,4.96,5.41,8.57,1034580000.0
LUV,92380.0,21386947000.0,2436000000.0,41.4,0.431,17.99,0.18,0.0198,0.87,40.16,0.0226,0.0456,0.0189,0.0511,23814001000.0,6171000000.0,0.87,-0.395,0.222,45.63,41.4,10.89,0.976,2.073,0.841,6.93,1.143,49.84,30.05,36.66,38.06,593752000.0
LVS,1300514.0,44213195000.0,253000000.0,23.92,4.513,5.08,0.0,0.0688,2.418,5.38,0.446,-0.191,-0.0233,-0.522,4110000000.0,2585000000.0,2.418,-0.05,0.108,63.95,23.92,50.25,9.29,9.27,11.4,128.84,1.173,60.34,28.88,50.81,40.21,764273000.0
LW,1679273.0,14266249000.0,901700000.0,30.23,1.56,3.983,0.98,0.0114,3.28,31.22,0.105,0.156,0.101,1.01,4510200000.0,832000000.0,3.28,2.227,0.268,106.67,30.23,32.26,2.918,24.56,3.491,20.12,0.531,100.49,49.1,91.7,79.57,143871000.0
LYB,1489393.0,32168395000.0,7273000000.0,7.63,1.51,37.44,4.64,0.0482,12.95,161.44,0.0802,0.116,0.102,0.352,53075001000.0,8776000000.0,12.95,-0.667,-0.035,88.96,7.63,8.29,0.495,2.235,0.727,5.58,1.244,109.55,70.49,87.72,89.47,325624000.0
M,794367.0,6539222000.0,2622000000.0,5.08,0.913,12.82,0.623,0.0258,4.75,91.56,0.0549,0.0784,0.069,0.435,25709001000.0,10336000000.0,4.75,-0.487,-0.038,23.48,5.08,5.18,0.222,1.698,0.457,4.065,1.789,27.39,14.99,22.26,20.24,271112000.0
MA,1141391.0,356559323000.0,13437000000.0,36.49,1.334,6.59,2.04,0.0061,10.22,22.97,0.447,0.571,0.208,1.44,22237000000.0,22237000000.0,10.22,0.086,0.115,423.19,36.49,28.99,15.39,54.04,16.19,27.64,1.081,390.0,276.42,359.89,337.89,948000000.0
MANU,1549107.0,3497680000.0,91894000.0,1556.6,0.621,0.148,0.0084,-1.146,3.683,-0.211,-0.128,-0.0343,-0.727,600394000.0,513930000.0,-1.146,0.839,0.136,24.01,5.87,27.02,6.93,120.69,0.666,25.24,10.41,22.18,15.06,52854000.0,,,
MAR,1048286.0,55214072000.0,3350000000.0,26.63,0.682,3.329,0.6,0.0091,6.55,15.05,0.437,0.623,0.0778,2.174,4925000000.0,2653000000.0,6.55,1.896,0.388,173.39,26.63,20.04,9.99,47.45,3.1,17.38,1.561,194.7,130.45,160.05,157.07,316540000.0
MARA,1507605.0,826073000.0,-261185264.0,0.0,5.35,0.0,0.0,-1.309,1.388,-1.795,-2.225,-0.194,-0.418,149612000.0,-47518088.0,-1.309,0.0,-0.755,11.91,6.17,3.389,0.882,8.55,-7.9,4.869,32.74,3.11,5.8,9.95,116842000.0,,
MAXR,1121142.0,3883896000.0,418000000.0,120.0,19.66,0.04,0.0008,0.43,23.76,0.0172,0.0859,0.0209,0.0215,1747000000.0,786000000.0,0.43,-0.858,-0.002,44.5,120.0,26.25,0.986,1.227,2.363,10.29,0.946,51.93,17.5,42.66,29.81,74586000.0,
MC,1596967.0,3371888000.0,8.6,1.97,6.73,2.4,0.0486,5.7,18.81,0.191,0.282,0.201,0.546,1203131000.0,1489839000.0,5.7,-0.797,-0.524,34.2,8.6,17.95,2.356,6.35,1.824,7.99,1.449,55.57,32.67,42.86,42.12,61011000.0,
MCK,927653.0,49041969000.0,4714000000.0,16.45,0.617,-17.93,2.02,0.006,21.77,1906.41,0.0115,0.0154,0.0417,0.0,273902993000.0,13084000000.0,21.77,2.753,0.027,421.31,16.45,14.24,0.192,5.04,0.21,14.26,0.606,401.21,259.16,377.64,352.2,136939000.0
MCO,1059556.0,59422749000.0,2326666000.0,43.6,6.23,13.75,2.8,0.0087,7.44,29.73,0.251,0.366,0.0863,0.49,5468000000.0,3855000000.0,7.44,-0.41,-0.162,316.8,43.6,30.96,9.19,24.18,10.63,24.27,1.235,350.58,228.98,298.25,287.23,183200000.0
MCRI,907242.0,1468007000.0,160135000.0,17.96,1.89,27.28,0.0,0.0,4.31,24.78,0.181,0.251,0.108,0.181,468402000.0,263161000.0,4.31,0.226,0.198,80.25,17.96,29.5,3.224,2.98,3.293,10.18,1.692,94.26,54.01,79.05,68.85,18961600.0
MDB,1441816.0,15380061000.0,-332756992.0,9.88,0.0,0.0,-4.84,17.49,-0.307,-0.296,-0.0914,-0.542,1189222000.0,614290000.0,-4.84,0.0,0.47,251.91,312.5,11.87,20.57,11.33,-42.56,0.939,471.96,135.15,189.08,243.84,69286000.0,,,
MDGL,1157601.0,4943031000.0,-272428992.0,0.0,0.624,0.0,0.0,-14.65,0.0,0.0,0.0,-0.736,-2.232,0.0,0.0,-14.65,0.0,0.0,303.0,93.6,-3.293,-0.512,315.45,57.15,207.64,104.16,17842300.0,,,,,
MDLZ,1103982.0,90008019000.0,5572000000.0,33.63,2.841,19.64,1.47,0.0231,1.96,22.86,0.0863,0.142,0.0404,0.0987,31495999000.0,11334000000.0,1.96,-0.41,0.135,74.74,33.63,19.3,2.977,3.026,3.381,17.83,0.68,68.41,54.4,66.48,63.14,1365620000.0
MDT,1613103.0,113384538000.0,8948000000.0,26.47,3.04,39.0,2.62,0.0312,3.22,23.08,0.14,0.203,0.0422,0.0833,30806000000.0,21715000000.0,3.22,-0.67,-0.033,93.39,26.47,14.88,3.356,2.02,3.895,13.5,0.734,111.55,75.1,79.67,88.27,1330180000.0
MEIP,1262104.0,45308700.0,-73250000.0,20.6,0.28,0.0,0.0,-0.519,0.321,-1.286,-1.766,-0.271,-1.55,41670000.0,40697000.0,-0.519,0.0,0.125,3.57,0.783,0.839,1.392,1.275,0.923,2.21,0.21,0.298,0.437,133261000.0,,,
MELI,1099590.0,59712618000.0,1068292000.0,215.47,0.878,32.43,0.0,0.0,5.51,192.32,0.0281,0.0745,0.048,0.309,9665409000.0,3574132000.0,5.51,0.333,0.448,1251.45,215.47,61.73,4.346,26.74,4.718,42.97,1.492,1275.82,600.68,965.62,877.88,50295000.0
META,1326801.0,489118990000.0,43867001000.0,17.1,2.635,46.56,0.0,0.0,10.91,43.45,0.244,0.301,0.128,0.224,118115000000.0,95280000000.0,10.91,-0.491,-0.045,202.28,17.1,14.95,2.614,2.598,2.595,7.05,1.164,236.86,88.09,128.44,151.81,2255320000.0
MGA,749098.0,18651400000.0,3358000000.0,20.08,0.383,36.52,1.8,0.0277,3.24,127.22,0.0257,0.046,0.0389,0.0876,37382001000.0,5145000000.0,3.24,26.34,0.17,71.5,20.08,8.14,0.444,1.529,0.546,7.65,1.594,81.14,45.25,60.69,58.74,285819000.0
MGM,789570.0,16017474000.0,1972873000.0,13.77,4.2,12.45,0.01,0.0002,3.03,29.22,0.105,-0.0306,-0.0054,0.0725,12551324000.0,4649531000.0,3.03,29.35,0.298,50.54,13.77,51.55,1.108,2.929,3.382,10.38,2.036,48.99,26.41,37.17,34.47,384020000.0
MHLD,1412100.0,351711000.0,4882800.0,6.15,1.34,2.383,0.0,0.0,0.4,0.846,0.0455,0.0282,0.0006,0.0094,73483000.0,66574000.0,0.4,-0.061,-0.185,2.0,6.15,2.396,0.877,5.66,1.117,2.8,1.8,2.179,2.174,142972000.0,,
MLCO,1381640.0,5757226000.0,-71208248.0,7.52,-1.501,0.0,0.043,-1.597,3.167,-0.561,-0.416,-0.0444,-2.111,1493497000.0,515951000.0,-1.597,7.8,-0.458,12.7,90.09,3.523,105.52,7.75,-137.76,1.155,14.24,4.06,11.75,7.27,445089000.0,,
MMM,66740.0,63987040000.0,6165000000.0,11.44,2.314,26.89,5.96,0.0507,10.18,60.48,0.169,0.127,0.0579,0.388,34229000000.0,14997000000.0,10.18,-0.575,-0.062,122.86,11.44,11.92,1.946,4.95,2.377,8.52,0.96,157.58,105.83,122.63,130.04,549245000.0
MO,764180.0,83848487000.0,12394000000.0,14.72,6.31,-2.225,3.68,0.0802,3.19,11.47,0.279,0.588,0.199,0.0,20687999000.0,14183000000.0,3.19,0.695,-0.001,49.33,14.72,9.51,4.067,27.3,5.23,12.99,0.664,53.63,39.29,45.9,46.21,1785530000.0
